date,client,platform,campaign,cost,imp,click,cv,budget_monthly,target_cpa
2025-07-09,F社,meta,初売り企画,597,367,3,0,250000,7000
2025-07-09,F社,tiktok,UGC風業態訴求,1560,1453,10,0,80000,7000
2025-07-09,F社,tiktok,季節訴求,597,581,5,0,80000,7000
2025-07-09,G社,google,【PMAX】メイン,13511,2418,94,5,1100000,5500
2025-07-09,G社,google,【SEM】ブランド,5476,1068,48,1,1100000,5500
2025-07-09,G社,google,【SEM】車種,6637,1256,46,1,1100000,5500
2025-07-09,G社,google,【DSP】リターゲ,5280,986,46,0,1100000,5500
2025-07-09,G社,google,【動画】月替わり,3815,673,25,0,1100000,5500
2025-07-09,G社,yahoo,【検索】ブランド,2039,242,7,0,350000,5500
2025-07-09,G社,yahoo,【検索】車種,3258,362,8,1,350000,5500
2025-07-09,G社,yahoo,【検索】未使用車,3316,392,12,0,350000,5500
2025-07-09,G社,yahoo,【DSP】リターゲ,1418,172,4,0,350000,5500
2025-07-09,G社,meta,【Instagram】リマケ,4918,3180,35,1,280000,5500
2025-07-09,G社,meta,【Facebook】新規,3074,1696,18,1,280000,5500
2025-07-09,G社,meta,初売り企画,783,479,5,0,280000,5500
2025-07-09,G社,tiktok,UGC風業態訴求,2868,2831,25,0,120000,5500
2025-07-09,G社,tiktok,季節訴求,929,889,5,0,120000,5500
2025-07-09,H社,google,【PMAX】メイン,6244,1075,56,1,700000,9000
2025-07-09,H社,google,【SEM】ブランド,3027,554,27,1,700000,9000
2025-07-09,H社,google,【SEM】車種,2861,511,19,1,700000,9000
2025-07-09,H社,google,【DSP】リターゲ,2276,393,15,0,700000,9000
2025-07-09,H社,google,【動画】月替わり,1648,291,13,0,700000,9000
2025-07-09,H社,yahoo,【検索】ブランド,878,114,3,1,200000,9000
2025-07-09,H社,yahoo,【検索】車種,1410,175,4,1,200000,9000
2025-07-09,H社,yahoo,【検索】未使用車,1117,128,3,0,200000,9000
2025-07-09,H社,yahoo,【DSP】リターゲ,644,79,2,0,200000,9000
2025-07-09,H社,meta,【Instagram】リマケ,2040,1313,18,0,180000,9000
2025-07-09,H社,meta,【Facebook】新規,1392,901,9,0,180000,9000
2025-07-09,H社,meta,初売り企画,441,263,3,0,180000,9000
2025-07-09,H社,tiktok,UGC風業態訴求,863,735,6,1,60000,9000
2025-07-09,H社,tiktok,季節訴求,315,289,2,0,60000,9000
2025-07-10,A社,google,【PMAX】メイン,11904,2154,101,2,1200000,5000
2025-07-10,A社,google,【SEM】ブランド,6364,1259,62,1,1200000,5000
2025-07-10,A社,google,【SEM】車種,6090,1019,41,1,1200000,5000
2025-07-10,A社,google,【DSP】リターゲ,5015,941,48,1,1200000,5000
2025-07-10,A社,google,【動画】月替わり,3068,507,20,0,1200000,5000
2025-07-10,A社,yahoo,【検索】ブランド,1955,221,7,0,400000,5000
2025-07-10,A社,yahoo,【検索】車種,4315,528,14,1,400000,5000
2025-07-10,A社,yahoo,【検索】未使用車,2845,353,12,1,400000,5000
2025-07-10,A社,yahoo,【DSP】リターゲ,1697,210,6,0,400000,5000
2025-07-10,A社,meta,【Instagram】リマケ,4510,2682,28,0,300000,5000
2025-07-10,A社,meta,【Facebook】新規,2769,1527,14,0,300000,5000
2025-07-10,A社,meta,初売り企画,783,472,6,0,300000,5000
2025-07-10,A社,tiktok,UGC風業態訴求,2032,1776,16,0,100000,5000
2025-07-10,A社,tiktok,季節訴求,744,732,6,0,100000,5000
2025-07-10,B社,google,【PMAX】メイン,6361,1050,49,2,800000,8000
2025-07-10,B社,google,【SEM】ブランド,2953,484,21,0,800000,8000
2025-07-10,B社,google,【SEM】車種,3801,709,32,0,800000,8000
2025-07-10,B社,google,【DSP】リターゲ,2297,450,21,0,800000,8000
2025-07-10,B社,google,【動画】月替わり,1652,316,15,0,800000,8000
2025-07-10,B社,yahoo,【検索】ブランド,1073,119,3,0,250000,8000
2025-07-10,B社,yahoo,【検索】車種,2093,259,9,0,250000,8000
2025-07-10,B社,yahoo,【検索】未使用車,1911,215,5,0,250000,8000
2025-07-10,B社,yahoo,【DSP】リターゲ,860,105,2,0,250000,8000
2025-07-10,B社,meta,【Instagram】リマケ,2816,1815,23,0,200000,8000
2025-07-10,B社,meta,【Facebook】新規,1492,857,9,0,200000,8000
2025-07-10,B社,meta,初売り企画,424,260,3,0,200000,8000
2025-07-10,B社,tiktok,UGC風業態訴求,1545,1492,12,0,80000,8000
2025-07-10,B社,tiktok,季節訴求,500,473,3,0,80000,8000
2025-07-10,C社,google,【PMAX】メイン,4334,736,30,0,600000,6000
2025-07-10,C社,google,【SEM】ブランド,2238,424,16,0,600000,6000
2025-07-10,C社,google,【SEM】車種,2371,455,22,0,600000,6000
2025-07-10,C社,google,【DSP】リターゲ,1863,312,14,0,600000,6000
2025-07-10,C社,google,【動画】月替わり,1342,238,11,0,600000,6000
2025-07-10,C社,yahoo,【検索】ブランド,621,69,2,0,180000,6000
2025-07-10,C社,yahoo,【検索】車種,1124,142,5,0,180000,6000
2025-07-10,C社,yahoo,【検索】未使用車,1106,124,3,0,180000,6000
2025-07-10,C社,yahoo,【DSP】リターゲ,510,65,1,0,180000,6000
2025-07-10,C社,meta,【Instagram】リマケ,1426,929,11,0,150000,6000
2025-07-10,C社,meta,【Facebook】新規,1034,630,6,0,150000,6000
2025-07-10,C社,meta,初売り企画,288,184,1,0,150000,6000
2025-07-10,C社,tiktok,UGC風業態訴求,653,591,3,0,50000,6000
2025-07-10,C社,tiktok,季節訴求,282,266,2,0,50000,6000
2025-07-10,D社,google,【PMAX】メイン,18891,3139,161,9,1500000,4000
2025-07-10,D社,google,【SEM】ブランド,9174,1516,81,4,1500000,4000
2025-07-10,D社,google,【SEM】車種,9930,1755,80,2,1500000,4000
2025-07-10,D社,google,【DSP】リターゲ,8129,1455,69,1,1500000,4000
2025-07-10,D社,google,【動画】月替わり,5693,1014,48,0,1500000,4000
2025-07-10,D社,yahoo,【検索】ブランド,3730,469,14,0,500000,4000
2025-07-10,D社,yahoo,【検索】車種,5797,745,26,0,500000,4000
2025-07-10,D社,yahoo,【検索】未使用車,5283,580,15,0,500000,4000
2025-07-10,D社,yahoo,【DSP】リターゲ,2288,292,7,0,500000,4000
2025-07-10,D社,meta,【Instagram】リマケ,7757,4673,45,1,400000,4000
2025-07-10,D社,meta,【Facebook】新規,5332,3490,45,1,400000,4000
2025-07-10,D社,meta,初売り企画,1187,695,7,0,400000,4000
2025-07-10,D社,tiktok,UGC風業態訴求,3306,2699,24,1,150000,4000
2025-07-10,D社,tiktok,季節訴求,1307,1278,10,0,150000,4000
2025-07-10,E社,google,【PMAX】メイン,2058,407,18,1,400000,10000
2025-07-10,E社,google,【SEM】ブランド,1033,197,9,0,400000,10000
2025-07-10,E社,google,【SEM】車種,1162,222,9,0,400000,10000
2025-07-10,E社,google,【DSP】リターゲ,959,157,6,0,400000,10000
2025-07-10,E社,google,【動画】月替わり,694,135,7,0,400000,10000
2025-07-10,E社,yahoo,【検索】ブランド,325,42,1,1,120000,10000
2025-07-10,E社,yahoo,【検索】車種,703,88,2,0,120000,10000
2025-07-10,E社,yahoo,【検索】未使用車,575,67,2,0,120000,10000
2025-07-10,E社,yahoo,【DSP】リターゲ,260,32,1,0,120000,10000
2025-07-10,E社,meta,【Instagram】リマケ,893,513,6,0,100000,10000
2025-07-10,E社,meta,【Facebook】新規,558,325,4,0,100000,10000
2025-07-10,E社,meta,初売り企画,140,92,1,0,100000,10000
2025-07-10,E社,tiktok,UGC風業態訴求,350,316,2,0,30000,10000
2025-07-10,E社,tiktok,季節訴求,0,0,0,0,30000,10000
2025-07-10,F社,google,【PMAX】メイン,9822,1930,101,4,900000,7000
2025-07-10,F社,google,【SEM】ブランド,4537,818,36,0,900000,7000
2025-07-10,F社,google,【SEM】車種,4083,724,27,0,900000,7000
2025-07-10,F社,google,【DSP】リターゲ,3347,586,30,1,900000,7000
2025-07-10,F社,google,【動画】月替わり,2515,473,22,0,900000,7000
2025-07-10,F社,yahoo,【検索】ブランド,1460,164,3,1,300000,7000
2025-07-10,F社,yahoo,【検索】車種,3015,359,12,0,300000,7000
2025-07-10,F社,yahoo,【検索】未使用車,2362,302,7,0,300000,7000
2025-07-10,F社,yahoo,【DSP】リターゲ,1260,163,5,0,300000,7000
2025-07-10,F社,meta,【Instagram】リマケ,3737,2444,28,0,250000,7000
2025-07-10,F社,meta,【Facebook】新規,2157,1328,15,0,250000,7000
2025-07-10,F社,meta,初売り企画,703,417,5,0,250000,7000
2025-07-10,F社,tiktok,UGC風業態訴求,1685,1511,10,0,80000,7000
2025-07-10,F社,tiktok,季節訴求,587,542,4,1,80000,7000
2025-07-10,G社,google,【PMAX】メイン,10935,2074,85,5,1100000,5500
2025-07-10,G社,google,【SEM】ブランド,5799,992,53,2,1100000,5500
2025-07-10,G社,google,【SEM】車種,6691,1098,53,0,1100000,5500
2025-07-10,G社,google,【DSP】リターゲ,4549,868,45,0,1100000,5500
2025-07-10,G社,google,【動画】月替わり,3052,577,21,0,1100000,5500
2025-07-10,G社,yahoo,【検索】ブランド,2130,257,7,0,350000,5500
2025-07-10,G社,yahoo,【検索】車種,3800,444,11,1,350000,5500
2025-07-10,G社,yahoo,【検索】未使用車,3264,369,12,1,350000,5500
2025-07-10,G社,yahoo,【DSP】リターゲ,1653,203,6,0,350000,5500
2025-07-10,G社,meta,【Instagram】リマケ,4163,2416,25,1,280000,5500
2025-07-10,G社,meta,【Facebook】新規,3310,1795,17,0,280000,5500
2025-07-10,G社,meta,初売り企画,755,479,6,0,280000,5500
2025-07-10,G社,tiktok,UGC風業態訴求,2607,2399,18,0,120000,5500
2025-07-10,G社,tiktok,季節訴求,987,898,7,0,120000,5500
2025-07-10,H社,google,【PMAX】メイン,5608,982,49,1,700000,9000
2025-07-10,H社,google,【SEM】ブランド,2469,456,16,0,700000,9000
2025-07-10,H社,google,【SEM】車種,2911,554,21,0,700000,9000
2025-07-10,H社,google,【DSP】リターゲ,2391,412,19,0,700000,9000
2025-07-10,H社,google,【動画】月替わり,1494,270,9,0,700000,9000
2025-07-10,H社,yahoo,【検索】ブランド,873,109,2,0,200000,9000
2025-07-10,H社,yahoo,【検索】車種,1538,167,5,0,200000,9000
2025-07-10,H社,yahoo,【検索】未使用車,1411,182,6,0,200000,9000
2025-07-10,H社,yahoo,【DSP】リターゲ,565,64,2,0,200000,9000
2025-07-10,H社,meta,【Instagram】リマケ,2175,1318,15,0,180000,9000
2025-07-10,H社,meta,【Facebook】新規,1427,852,12,0,180000,9000
2025-07-10,H社,meta,初売り企画,339,200,2,0,180000,9000
2025-07-10,H社,tiktok,UGC風業態訴求,859,749,5,0,60000,9000
2025-07-10,H社,tiktok,季節訴求,362,298,1,0,60000,9000
2025-07-11,A社,google,【PMAX】メイン,12127,2230,106,4,1200000,5000
2025-07-11,A社,google,【SEM】ブランド,6258,1026,46,2,1200000,5000
2025-07-11,A社,google,【SEM】車種,6837,1277,55,1,1200000,5000
2025-07-11,A社,google,【DSP】リターゲ,4045,731,30,0,1200000,5000
2025-07-11,A社,google,【動画】月替わり,3245,526,19,0,1200000,5000
2025-07-11,A社,yahoo,【検索】ブランド,1878,203,5,1,400000,5000
2025-07-11,A社,yahoo,【検索】車種,3719,475,16,0,400000,5000
2025-07-11,A社,yahoo,【検索】未使用車,2838,313,10,1,400000,5000
2025-07-11,A社,yahoo,【DSP】リターゲ,1850,224,5,0,400000,5000
2025-07-11,A社,meta,【Instagram】リマケ,4360,2456,26,1,300000,5000
2025-07-11,A社,meta,【Facebook】新規,2955,1597,18,0,300000,5000
2025-07-11,A社,meta,初売り企画,813,499,6,0,300000,5000
2025-07-11,A社,tiktok,UGC風業態訴求,2268,1853,17,1,100000,5000
2025-07-11,A社,tiktok,季節訴求,645,532,4,0,100000,5000
2025-07-11,B社,google,【PMAX】メイン,7674,1360,69,2,800000,8000
2025-07-11,B社,google,【SEM】ブランド,3424,586,22,0,800000,8000
2025-07-11,B社,google,【SEM】車種,3830,665,31,0,800000,8000
2025-07-11,B社,google,【DSP】リターゲ,2922,524,27,0,800000,8000
2025-07-11,B社,google,【動画】月替わり,1768,340,17,0,800000,8000
2025-07-11,B社,yahoo,【検索】ブランド,1199,138,3,1,250000,8000
2025-07-11,B社,yahoo,【検索】車種,2285,251,7,0,250000,8000
2025-07-11,B社,yahoo,【検索】未使用車,1560,180,6,0,250000,8000
2025-07-11,B社,yahoo,【DSP】リターゲ,991,121,4,0,250000,8000
2025-07-11,B社,meta,【Instagram】リマケ,2181,1407,15,0,200000,8000
2025-07-11,B社,meta,【Facebook】新規,1861,1150,11,0,200000,8000
2025-07-11,B社,meta,初売り企画,426,279,2,0,200000,8000
2025-07-11,B社,tiktok,UGC風業態訴求,1237,1105,8,1,80000,8000
2025-07-11,B社,tiktok,季節訴求,466,387,3,0,80000,8000
2025-07-11,C社,google,【PMAX】メイン,4088,662,24,1,600000,6000
2025-07-11,C社,google,【SEM】ブランド,1896,323,16,1,600000,6000
2025-07-11,C社,google,【SEM】車種,2316,436,22,0,600000,6000
2025-07-11,C社,google,【DSP】リターゲ,1663,298,10,0,600000,6000
2025-07-11,C社,google,【動画】月替わり,1225,200,10,0,600000,6000
2025-07-11,C社,yahoo,【検索】ブランド,668,79,1,0,180000,6000
2025-07-11,C社,yahoo,【検索】車種,1225,156,4,0,180000,6000
2025-07-11,C社,yahoo,【検索】未使用車,1109,144,4,1,180000,6000
2025-07-11,C社,yahoo,【DSP】リターゲ,551,60,2,0,180000,6000
2025-07-11,C社,meta,【Instagram】リマケ,1405,892,10,0,150000,6000
2025-07-11,C社,meta,【Facebook】新規,1187,683,9,1,150000,6000
2025-07-11,C社,meta,初売り企画,281,160,2,1,150000,6000
2025-07-11,C社,tiktok,UGC風業態訴求,701,630,4,1,50000,6000
2025-07-11,C社,tiktok,季節訴求,240,214,1,0,50000,6000
2025-07-11,D社,google,【PMAX】メイン,17298,3230,168,8,1500000,4000
2025-07-11,D社,google,【SEM】ブランド,9159,1729,68,3,1500000,4000
2025-07-11,D社,google,【SEM】車種,10347,1992,99,3,1500000,4000
2025-07-11,D社,google,【DSP】リターゲ,7129,1251,66,0,1500000,4000
2025-07-11,D社,google,【動画】月替わり,5501,1016,38,0,1500000,4000
2025-07-11,D社,yahoo,【検索】ブランド,3799,480,15,0,500000,4000
2025-07-11,D社,yahoo,【検索】車種,6228,769,20,1,500000,4000
2025-07-11,D社,yahoo,【検索】未使用車,5481,612,15,1,500000,4000
2025-07-11,D社,yahoo,【DSP】リターゲ,2841,372,10,1,500000,4000
2025-07-11,D社,meta,【Instagram】リマケ,8443,4763,68,2,400000,4000
2025-07-11,D社,meta,【Facebook】新規,4327,2844,29,0,400000,4000
2025-07-11,D社,meta,初売り企画,1268,804,9,0,400000,4000
2025-07-11,D社,tiktok,UGC風業態訴求,3561,3107,24,0,150000,4000
2025-07-11,D社,tiktok,季節訴求,1473,1398,11,0,150000,4000
2025-07-11,E社,google,【PMAX】メイン,2611,494,25,0,400000,10000
2025-07-11,E社,google,【SEM】ブランド,1217,203,7,0,400000,10000
2025-07-11,E社,google,【SEM】車種,1106,206,9,0,400000,10000
2025-07-11,E社,google,【DSP】リターゲ,880,144,6,0,400000,10000
2025-07-11,E社,google,【動画】月替わり,634,113,4,0,400000,10000
2025-07-11,E社,yahoo,【検索】ブランド,407,52,1,0,120000,10000
2025-07-11,E社,yahoo,【検索】車種,659,84,2,0,120000,10000
2025-07-11,E社,yahoo,【検索】未使用車,561,62,1,0,120000,10000
2025-07-11,E社,yahoo,【DSP】リターゲ,264,28,0,0,120000,10000
2025-07-11,E社,meta,【Instagram】リマケ,799,517,6,0,100000,10000
2025-07-11,E社,meta,【Facebook】新規,550,298,4,0,100000,10000
2025-07-11,E社,meta,初売り企画,165,101,1,0,100000,10000
2025-07-11,E社,tiktok,UGC風業態訴求,302,292,2,0,30000,10000
2025-07-11,E社,tiktok,季節訴求,128,116,0,0,30000,10000
2025-07-11,F社,google,【PMAX】メイン,7654,1399,57,3,900000,7000
2025-07-11,F社,google,【SEM】ブランド,3872,731,35,1,900000,7000
2025-07-11,F社,google,【SEM】車種,4781,799,38,0,900000,7000
2025-07-11,F社,google,【DSP】リターゲ,3308,581,22,0,900000,7000
2025-07-11,F社,google,【動画】月替わり,2270,404,19,0,900000,7000
2025-07-11,F社,yahoo,【検索】ブランド,1654,182,5,0,300000,7000
2025-07-11,F社,yahoo,【検索】車種,3030,363,12,0,300000,7000
2025-07-11,F社,yahoo,【検索】未使用車,2691,308,8,0,300000,7000
2025-07-11,F社,yahoo,【DSP】リターゲ,1099,134,3,0,300000,7000
2025-07-11,F社,meta,【Instagram】リマケ,3449,2274,24,1,250000,7000
2025-07-11,F社,meta,【Facebook】新規,2198,1216,17,0,250000,7000
2025-07-11,F社,meta,初売り企画,652,368,5,0,250000,7000
2025-07-11,F社,tiktok,UGC風業態訴求,1566,1478,11,0,80000,7000
2025-07-11,F社,tiktok,季節訴求,556,519,4,0,80000,7000
2025-07-11,G社,google,【PMAX】メイン,13867,2699,139,6,1100000,5500
2025-07-11,G社,google,【SEM】ブランド,5517,1050,43,2,1100000,5500
2025-07-11,G社,google,【SEM】車種,5906,1064,49,1,1100000,5500
2025-07-11,G社,google,【DSP】リターゲ,5086,907,41,0,1100000,5500
2025-07-11,G社,google,【動画】月替わり,3361,567,28,0,1100000,5500
2025-07-11,G社,yahoo,【検索】ブランド,2010,250,6,0,350000,5500
2025-07-11,G社,yahoo,【検索】車種,3151,363,11,0,350000,5500
2025-07-11,G社,yahoo,【検索】未使用車,2796,357,10,0,350000,5500
2025-07-11,G社,yahoo,【DSP】リターゲ,1615,206,5,0,350000,5500
2025-07-11,G社,meta,【Instagram】リマケ,4431,2766,33,1,280000,5500
2025-07-11,G社,meta,【Facebook】新規,2853,1584,20,0,280000,5500
2025-07-11,G社,meta,初売り企画,868,557,5,0,280000,5500
2025-07-11,G社,tiktok,UGC風業態訴求,2769,2641,24,0,120000,5500
2025-07-11,G社,tiktok,季節訴求,771,728,6,0,120000,5500
2025-07-11,H社,google,【PMAX】メイン,5054,881,37,1,700000,9000
2025-07-11,H社,google,【SEM】ブランド,2991,524,25,1,700000,9000
2025-07-11,H社,google,【SEM】車種,3284,610,24,0,700000,9000
2025-07-11,H社,google,【DSP】リターゲ,2115,406,20,0,700000,9000
2025-07-11,H社,google,【動画】月替わり,1722,324,12,0,700000,9000
2025-07-11,H社,yahoo,【検索】ブランド,841,93,2,0,200000,9000
2025-07-11,H社,yahoo,【検索】車種,1673,214,6,1,200000,9000
2025-07-11,H社,yahoo,【検索】未使用車,1124,132,3,0,200000,9000
2025-07-11,H社,yahoo,【DSP】リターゲ,559,72,1,0,200000,9000
2025-07-11,H社,meta,【Instagram】リマケ,2404,1553,16,0,180000,9000
2025-07-11,H社,meta,【Facebook】新規,1507,935,12,0,180000,9000
2025-07-11,H社,meta,初売り企画,337,184,2,1,180000,9000
2025-07-11,H社,tiktok,UGC風業態訴求,1055,956,8,0,60000,9000
2025-07-11,H社,tiktok,季節訴求,305,255,2,0,60000,9000
2025-07-12,A社,google,【PMAX】メイン,9712,1721,70,3,1200000,5000
2025-07-12,A社,google,【SEM】ブランド,4404,737,35,1,1200000,5000
2025-07-12,A社,google,【SEM】車種,6321,1119,51,1,1200000,5000
2025-07-12,A社,google,【DSP】リターゲ,4111,735,30,0,1200000,5000
2025-07-12,A社,google,【動画】月替わり,2710,481,18,0,1200000,5000
2025-07-12,A社,yahoo,【検索】ブランド,1972,233,8,0,400000,5000
2025-07-12,A社,yahoo,【検索】車種,3376,373,13,0,400000,5000
2025-07-12,A社,yahoo,【検索】未使用車,2992,345,11,0,400000,5000
2025-07-12,A社,yahoo,【DSP】リターゲ,1311,154,5,1,400000,5000
2025-07-12,A社,meta,【Instagram】リマケ,3542,1954,27,1,300000,5000
2025-07-12,A社,meta,【Facebook】新規,2144,1255,15,0,300000,5000
2025-07-12,A社,meta,初売り企画,708,408,3,0,300000,5000
2025-07-12,A社,tiktok,UGC風業態訴求,1689,1624,10,0,100000,5000
2025-07-12,A社,tiktok,季節訴求,621,575,3,0,100000,5000
2025-07-12,B社,google,【PMAX】メイン,5563,1096,44,1,800000,8000
2025-07-12,B社,google,【SEM】ブランド,2703,454,21,1,800000,8000
2025-07-12,B社,google,【SEM】車種,3473,612,24,1,800000,8000
2025-07-12,B社,google,【DSP】リターゲ,2046,377,20,0,800000,8000
2025-07-12,B社,google,【動画】月替わり,1666,300,14,0,800000,8000
2025-07-12,B社,yahoo,【検索】ブランド,1125,129,4,0,250000,8000
2025-07-12,B社,yahoo,【検索】車種,1649,204,7,0,250000,8000
2025-07-12,B社,yahoo,【検索】未使用車,1481,192,4,0,250000,8000
2025-07-12,B社,yahoo,【DSP】リターゲ,798,101,3,0,250000,8000
2025-07-12,B社,meta,【Instagram】リマケ,2180,1202,12,0,200000,8000
2025-07-12,B社,meta,【Facebook】新規,1494,965,10,1,200000,8000
2025-07-12,B社,meta,初売り企画,430,278,3,0,200000,8000
2025-07-12,B社,tiktok,UGC風業態訴求,1081,939,8,0,80000,8000
2025-07-12,B社,tiktok,季節訴求,397,348,3,0,80000,8000
2025-07-12,C社,google,【PMAX】メイン,3772,619,31,1,600000,6000
2025-07-12,C社,google,【SEM】ブランド,1748,310,16,0,600000,6000
2025-07-12,C社,google,【SEM】車種,2119,344,18,0,600000,6000
2025-07-12,C社,google,【DSP】リターゲ,1376,253,10,0,600000,6000
2025-07-12,C社,google,【動画】月替わり,1078,179,8,0,600000,6000
2025-07-12,C社,yahoo,【検索】ブランド,560,64,1,0,180000,6000
2025-07-12,C社,yahoo,【検索】車種,903,113,3,1,180000,6000
2025-07-12,C社,yahoo,【検索】未使用車,912,109,2,0,180000,6000
2025-07-12,C社,yahoo,【DSP】リターゲ,386,42,1,0,180000,6000
2025-07-12,C社,meta,【Instagram】リマケ,1241,804,9,0,150000,6000
2025-07-12,C社,meta,【Facebook】新規,851,481,6,0,150000,6000
2025-07-12,C社,meta,初売り企画,223,126,1,0,150000,6000
2025-07-12,C社,tiktok,UGC風業態訴求,654,546,3,0,50000,6000
2025-07-12,C社,tiktok,季節訴求,216,205,1,0,50000,6000
2025-07-12,D社,google,【PMAX】メイン,18379,3608,164,8,1500000,4000
2025-07-12,D社,google,【SEM】ブランド,6692,1288,68,3,1500000,4000
2025-07-12,D社,google,【SEM】車種,8378,1484,53,3,1500000,4000
2025-07-12,D社,google,【DSP】リターゲ,6007,1155,57,0,1500000,4000
2025-07-12,D社,google,【動画】月替わり,3886,713,26,0,1500000,4000
2025-07-12,D社,yahoo,【検索】ブランド,2589,311,8,0,500000,4000
2025-07-12,D社,yahoo,【検索】車種,4951,586,19,0,500000,4000
2025-07-12,D社,yahoo,【検索】未使用車,4957,559,14,0,500000,4000
2025-07-12,D社,yahoo,【DSP】リターゲ,2047,233,6,0,500000,4000
2025-07-12,D社,meta,【Instagram】リマケ,5713,3750,49,1,400000,4000
2025-07-12,D社,meta,【Facebook】新規,4294,2538,26,1,400000,4000
2025-07-12,D社,meta,初売り企画,1271,738,7,0,400000,4000
2025-07-12,D社,tiktok,UGC風業態訴求,3269,3036,20,1,150000,4000
2025-07-12,D社,tiktok,季節訴求,1216,1055,9,1,150000,4000
2025-07-12,E社,google,【PMAX】メイン,1904,361,13,0,400000,10000
2025-07-12,E社,google,【SEM】ブランド,811,141,6,0,400000,10000
2025-07-12,E社,google,【SEM】車種,925,152,7,0,400000,10000
2025-07-12,E社,google,【DSP】リターゲ,682,115,4,0,400000,10000
2025-07-12,E社,google,【動画】月替わり,509,100,4,0,400000,10000
2025-07-12,E社,yahoo,【検索】ブランド,320,38,1,0,120000,10000
2025-07-12,E社,yahoo,【検索】車種,509,63,1,0,120000,10000
2025-07-12,E社,yahoo,【検索】未使用車,510,65,1,0,120000,10000
2025-07-12,E社,yahoo,【DSP】リターゲ,249,32,1,0,120000,10000
2025-07-12,E社,meta,【Instagram】リマケ,707,461,6,0,100000,10000
2025-07-12,E社,meta,【Facebook】新規,419,228,3,0,100000,10000
2025-07-12,E社,meta,初売り企画,111,70,0,0,100000,10000
2025-07-12,E社,tiktok,UGC風業態訴求,263,249,1,0,30000,10000
2025-07-12,E社,tiktok,季節訴求,102,90,0,0,30000,10000
2025-07-12,F社,google,【PMAX】メイン,7844,1530,74,2,900000,7000
2025-07-12,F社,google,【SEM】ブランド,3565,640,25,1,900000,7000
2025-07-12,F社,google,【SEM】車種,3793,647,32,1,900000,7000
2025-07-12,F社,google,【DSP】リターゲ,2580,498,18,0,900000,7000
2025-07-12,F社,google,【動画】月替わり,2158,413,15,0,900000,7000
2025-07-12,F社,yahoo,【検索】ブランド,1420,186,5,0,300000,7000
2025-07-12,F社,yahoo,【検索】車種,2509,328,10,0,300000,7000
2025-07-12,F社,yahoo,【検索】未使用車,2183,268,9,1,300000,7000
2025-07-12,F社,yahoo,【DSP】リターゲ,979,121,3,0,300000,7000
2025-07-12,F社,meta,【Instagram】リマケ,2872,1583,21,1,250000,7000
2025-07-12,F社,meta,【Facebook】新規,2168,1348,14,0,250000,7000
2025-07-12,F社,meta,初売り企画,568,368,4,0,250000,7000
2025-07-12,F社,tiktok,UGC風業態訴求,1433,1294,12,0,80000,7000
2025-07-12,F社,tiktok,季節訴求,378,351,3,0,80000,7000
2025-07-12,G社,google,【PMAX】メイン,9222,1738,73,4,1100000,5500
2025-07-12,G社,google,【SEM】ブランド,4487,869,34,2,1100000,5500
2025-07-12,G社,google,【SEM】車種,5023,987,36,2,1100000,5500
2025-07-12,G社,google,【DSP】リターゲ,3689,655,27,0,1100000,5500
2025-07-12,G社,google,【動画】月替わり,2821,484,21,0,1100000,5500
2025-07-12,G社,yahoo,【検索】ブランド,1799,225,7,0,350000,5500
2025-07-12,G社,yahoo,【検索】車種,2999,359,11,0,350000,5500
2025-07-12,G社,yahoo,【検索】未使用車,2880,335,10,0,350000,5500
2025-07-12,G社,yahoo,【DSP】リターゲ,1179,153,4,0,350000,5500
2025-07-12,G社,meta,【Instagram】リマケ,3704,2029,27,0,280000,5500
2025-07-12,G社,meta,【Facebook】新規,2176,1273,16,1,280000,5500
2025-07-12,G社,meta,初売り企画,813,516,6,0,280000,5500
2025-07-12,G社,tiktok,UGC風業態訴求,2357,2059,13,1,120000,5500
2025-07-12,G社,tiktok,季節訴求,876,823,7,0,120000,5500
2025-07-12,H社,google,【PMAX】メイン,4407,734,32,0,700000,9000
2025-07-12,H社,google,【SEM】ブランド,2239,441,23,0,700000,9000
2025-07-12,H社,google,【SEM】車種,2394,389,15,0,700000,9000
2025-07-12,H社,google,【DSP】リターゲ,1857,367,19,0,700000,9000
2025-07-12,H社,google,【動画】月替わり,1181,195,9,0,700000,9000
2025-07-12,H社,yahoo,【検索】ブランド,627,74,2,0,200000,9000
2025-07-12,H社,yahoo,【検索】車種,1210,155,4,0,200000,9000
2025-07-12,H社,yahoo,【検索】未使用車,1070,121,4,0,200000,9000
2025-07-12,H社,yahoo,【DSP】リターゲ,626,75,2,0,200000,9000
2025-07-12,H社,meta,【Instagram】リマケ,2038,1266,13,0,180000,9000
2025-07-12,H社,meta,【Facebook】新規,1220,728,8,1,180000,9000
2025-07-12,H社,meta,初売り企画,309,186,2,0,180000,9000
2025-07-12,H社,tiktok,UGC風業態訴求,804,661,5,0,60000,9000
2025-07-12,H社,tiktok,季節訴求,265,232,1,0,60000,9000
2025-07-13,A社,google,【PMAX】メイン,11064,2133,89,4,1200000,5000
2025-07-13,A社,google,【SEM】ブランド,4703,800,41,1,1200000,5000
2025-07-13,A社,google,【SEM】車種,5086,945,42,1,1200000,5000
2025-07-13,A社,google,【DSP】リターゲ,4309,787,36,0,1200000,5000
